codigo_centro,nombre_centro,tipo_centro,titularidad,municipio,area_territorial,curso,modalidad,nota_media_centro,nota_media_cm,n_presentados,pct_aptos_centro,pct_aptos_cm,nota_media_aptos_centro,nota_media_aptos_cm
28060816,"CIMELPR PRSEC ""padre antonio soler""","CENTRO INTEGRADO DE ENSEÑANZAS ARTÍSTICAS ELEMENTALES Y PROFESIONALES DE MÚSICA, EDUCACIÓN PRIMARIA Y SECUNDARIA",Público,San Lorenzo de El Escorial,Madrid-Oeste,2019-2020,Presencial,7.3,6.51,22,90.91,100,7.89,7.34
28060816,"CIMELPR PRSEC ""padre antonio soler""","CENTRO INTEGRADO DE ENSEÑANZAS ARTÍSTICAS ELEMENTALES Y PROFESIONALES DE MÚSICA, EDUCACIÓN PRIMARIA Y SECUNDARIA",Público,San Lorenzo de El Escorial,Madrid-Oeste,2020-2021,Presencial,5.52,6.51,37,86.49,66.67,7.29,7.42
28060816,"CIMELPR PRSEC ""padre antonio soler""","CENTRO INTEGRADO DE ENSEÑANZAS ARTÍSTICAS ELEMENTALES Y PROFESIONALES DE MÚSICA, EDUCACIÓN PRIMARIA Y SECUNDARIA",Público,San Lorenzo de El Escorial,Madrid-Oeste,2021-2022,Presencial,6.84,6.49,25,100,93.11,7.65,7.41
28060816,"CIMELPR PRSEC ""padre antonio soler""","CENTRO INTEGRADO DE ENSEÑANZAS ARTÍSTICAS ELEMENTALES Y PROFESIONALES DE MÚSICA, EDUCACIÓN PRIMARIA Y SECUNDARIA",Público,San Lorenzo de El Escorial,Madrid-Oeste,2022-2023,Presencial,6.6,6.76,16,93.75,95.04,7.08,7.5
28060816,"CIMELPR PRSEC ""padre antonio soler""","CENTRO INTEGRADO DE ENSEÑANZAS ARTÍSTICAS ELEMENTALES Y PROFESIONALES DE MÚSICA, EDUCACIÓN PRIMARIA Y SECUNDARIA",Público,San Lorenzo de El Escorial,Madrid-Oeste,2023-2024,Presencial,7.08,6.68,20,100,95.03,7.45,7.41
28065711,"CIMPR SEC ""federico moreno torroba""",CENTRO INTEGRADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA Y EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2019-2020,Presencial,7.2,6.51,22,86.36,100,8.09,7.34
28065711,"CIMPR SEC ""federico moreno torroba""",CENTRO INTEGRADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA Y EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2020-2021,Presencial,6.25,6.51,24,95.83,66.67,7.35,7.42
28065711,"CIMPR SEC ""federico moreno torroba""",CENTRO INTEGRADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA Y EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2021-2022,Presencial,6.94,6.49,22,100,93.11,7.73,7.41
28065711,"CIMPR SEC ""federico moreno torroba""",CENTRO INTEGRADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA Y EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2022-2023,Presencial,6.95,6.76,15,100,95.04,7.61,7.5
28065711,"CIMPR SEC ""federico moreno torroba""",CENTRO INTEGRADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA Y EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2023-2024,Presencial,7.63,6.68,21,95.24,95.03,8.25,7.41
28057222,"IES ""adolfo suarez""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Paracuellos de Jarama,Madrid-Este,,Presencial,,,,,,,
28077907,"IES ""africa""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Fuenlabrada,Madrid-Sur,2019-2020,Presencial,5.63,6.51,51,86.27,100,7.06,7.34
28077907,"IES ""africa""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Fuenlabrada,Madrid-Sur,2020-2021,Presencial,4.55,6.51,56,55.36,66.67,6.92,7.42
28077907,"IES ""africa""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Fuenlabrada,Madrid-Sur,2021-2022,Presencial,5.85,6.49,47,87.23,93.11,7,7.41
28077907,"IES ""africa""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Fuenlabrada,Madrid-Sur,2022-2023,Presencial,6.62,6.76,26,96.15,95.04,7.29,7.5
28077907,"IES ""africa""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Fuenlabrada,Madrid-Sur,2023-2024,Presencial,6.34,6.68,27,96.3,95.03,7.41,7.41
28041354,"IES ""agora""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcobendas,Madrid-Norte,2019-2020,Presencial,5.68,6.51,33,72.73,100,7.2,7.34
28041354,"IES ""agora""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcobendas,Madrid-Norte,2020-2021,Presencial,5.97,6.51,38,94.74,66.67,6.82,7.42
28041354,"IES ""agora""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcobendas,Madrid-Norte,2021-2022,Presencial,5.75,6.49,44,88.64,93.11,7.02,7.41
28041354,"IES ""agora""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcobendas,Madrid-Norte,2022-2023,Presencial,6.61,6.76,31,90.32,95.04,7.35,7.5
28041354,"IES ""agora""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcobendas,Madrid-Norte,2023-2024,Presencial,6.22,6.68,25,80,95.03,7.47,7.41
28033539,"IES ""alameda de osuna""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2019-2020,Presencial,6.93,6.51,160,95.63,100,7.11,7.34
28033539,"IES ""alameda de osuna""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2020-2021,Presencial,6.76,6.51,129,96.12,66.67,7.22,7.42
28033539,"IES ""alameda de osuna""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2021-2022,Presencial,6.59,6.49,135,96.3,93.11,7.04,7.41
28033539,"IES ""alameda de osuna""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2022-2023,Presencial,6.94,6.76,120,98.33,95.04,7.29,7.5
28033539,"IES ""alameda de osuna""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2023-2024,Presencial,6.93,6.68,141,96.45,95.03,7.4,7.41
28040660,"IES ""aldebaran""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcobendas,Madrid-Norte,2019-2020,Presencial,6.3,6.51,92,88.04,100,7.28,7.34
28040660,"IES ""aldebaran""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcobendas,Madrid-Norte,2020-2021,Presencial,6.91,6.51,66,96.97,66.67,7.14,7.42
28040660,"IES ""aldebaran""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcobendas,Madrid-Norte,2021-2022,Presencial,6.32,6.49,76,94.74,93.11,6.88,7.41
28040660,"IES ""aldebaran""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcobendas,Madrid-Norte,2022-2023,Presencial,6.24,6.76,57,96.49,95.04,6.86,7.5
28040660,"IES ""aldebaran""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcobendas,Madrid-Norte,2023-2024,Presencial,7.3,6.68,64,100,95.03,7.32,7.41
28050537,"IES ""alfonso moreno""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Brunete,Madrid-Sur,2019-2020,Presencial,6.34,6.51,65,92.31,100,7.46,7.34
28050537,"IES ""alfonso moreno""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Brunete,Madrid-Sur,2020-2021,Presencial,6.24,6.51,59,94.92,66.67,7.32,7.42
28050537,"IES ""alfonso moreno""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Brunete,Madrid-Sur,2021-2022,Presencial,6.59,6.49,49,95.92,93.11,7.53,7.41
28050537,"IES ""alfonso moreno""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Brunete,Madrid-Sur,2022-2023,Presencial,6.46,6.76,78,97.44,95.04,7.2,7.5
28050537,"IES ""alfonso moreno""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Brunete,Madrid-Sur,2023-2024,Presencial,6.72,6.68,48,97.92,95.03,7.37,7.41
28076368,"IES ""alfredo kraus""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2019-2020,Presencial,0,6.51,0,0,100,0,7.34
28076368,"IES ""alfredo kraus""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2020-2021,Presencial,7.91,6.51,90,100,66.67,7.88,7.42
28076368,"IES ""alfredo kraus""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2021-2022,Presencial,7.06,6.49,103,99.03,93.11,7.21,7.41
28076368,"IES ""alfredo kraus""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2022-2023,Presencial,7.6,6.76,113,100,95.04,7.55,7.5
28076368,"IES ""alfredo kraus""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2023-2024,Presencial,7.43,6.68,121,97.52,95.03,7.49,7.41
28039682,"IES ""alkala-nahar""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcalá de Henares,Madrid-Este,2019-2020,Presencial,6.82,6.51,176,96.59,100,7.28,7.34
28039682,"IES ""alkala-nahar""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcalá de Henares,Madrid-Este,2020-2021,Presencial,6.85,6.51,123,99.19,66.67,7.39,7.42
28039682,"IES ""alkala-nahar""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcalá de Henares,Madrid-Este,2021-2022,Presencial,6.8,6.49,135,95.56,93.11,7.44,7.41
28039682,"IES ""alkala-nahar""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcalá de Henares,Madrid-Este,2022-2023,Presencial,7.36,6.76,159,99.37,95.04,7.61,7.5
28039682,"IES ""alkala-nahar""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcalá de Henares,Madrid-Este,2023-2024,Presencial,7.15,6.68,123,99.19,95.03,7.43,7.41
28035305,"IES ""alonso quijano""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcalá de Henares,Madrid-Este,2019-2020,Presencial,6.2,6.51,69,89.86,100,7.2,7.34
28035305,"IES ""alonso quijano""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcalá de Henares,Madrid-Este,2020-2021,Presencial,5.93,6.51,56,87.5,66.67,7.1,7.42
28035305,"IES ""alonso quijano""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcalá de Henares,Madrid-Este,2021-2022,Presencial,6.34,6.49,40,90,93.11,7.4,7.41
28035305,"IES ""alonso quijano""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcalá de Henares,Madrid-Este,2022-2023,Presencial,6.15,6.76,42,92.86,95.04,7,7.5
28035305,"IES ""alonso quijano""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcalá de Henares,Madrid-Este,2023-2024,Presencial,5.82,6.68,35,94.29,95.03,6.66,7.41
28039037,"IES ""alpajes""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Aranjuez,Madrid-Sur,2019-2020,Presencial,6.22,6.51,95,91.58,100,7.1,7.34
28039037,"IES ""alpajes""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Aranjuez,Madrid-Sur,2020-2021,Presencial,6.2,6.51,96,93.75,66.67,7.18,7.42
28039037,"IES ""alpajes""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Aranjuez,Madrid-Sur,2021-2022,Presencial,6.65,6.49,90,94.44,93.11,7.59,7.41
28039037,"IES ""alpajes""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Aranjuez,Madrid-Sur,2022-2023,Presencial,6.96,6.76,71,97.18,95.04,7.23,7.5
28039037,"IES ""alpajes""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Aranjuez,Madrid-Sur,2023-2024,Presencial,6.28,6.68,62,91.94,95.03,7.17,7.41
28046111,"IES ""alpedrete""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alpedrete,Madrid-Oeste,2019-2020,Presencial,5.37,6.51,42,80.95,100,6.57,7.34
28046111,"IES ""alpedrete""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alpedrete,Madrid-Oeste,2020-2021,Presencial,5.9,6.51,62,90.32,66.67,7,7.42
28046111,"IES ""alpedrete""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alpedrete,Madrid-Oeste,2021-2022,Presencial,6.26,6.49,54,85.19,93.11,7.45,7.41
28046111,"IES ""alpedrete""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alpedrete,Madrid-Oeste,2022-2023,Presencial,6.09,6.76,45,91.11,95.04,6.94,7.5
28046111,"IES ""alpedrete""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alpedrete,Madrid-Oeste,2023-2024,Presencial,5.98,6.68,60,88.33,95.03,6.96,7.41
28040611,"IES ""al-satt""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Algete,Madrid-Norte,2019-2020,Presencial,6.19,6.51,64,95.31,100,6.97,7.34
28040611,"IES ""al-satt""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Algete,Madrid-Norte,2020-2021,Presencial,6.33,6.51,68,92.65,66.67,7.42,7.42
28040611,"IES ""al-satt""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Algete,Madrid-Norte,2021-2022,Presencial,6.23,6.49,47,97.87,93.11,7.07,7.41
28040611,"IES ""al-satt""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Algete,Madrid-Norte,2022-2023,Presencial,6.18,6.76,53,98.11,95.04,7.08,7.5
28040611,"IES ""al-satt""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Algete,Madrid-Norte,2023-2024,Presencial,6.13,6.68,53,90.57,95.03,6.83,7.41
28041411,"IES ""altair""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Getafe,Madrid-Sur,2019-2020,Presencial,6.05,6.51,38,86.84,100,6.93,7.34
28041411,"IES ""altair""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Getafe,Madrid-Sur,2020-2021,Presencial,6.42,6.51,60,88.33,66.67,7.53,7.42
28041411,"IES ""altair""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Getafe,Madrid-Sur,2021-2022,Presencial,6.24,6.49,47,87.23,93.11,7.43,7.41
28041411,"IES ""altair""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Getafe,Madrid-Sur,2022-2023,Presencial,6.87,6.76,70,98.57,95.04,7.6,7.5
28041411,"IES ""altair""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Getafe,Madrid-Sur,2023-2024,Presencial,6.49,6.68,38,92.11,95.03,7.33,7.41
28025129,"IES ""alto jarama""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Torrelaguna,Madrid-Norte,2019-2020,Presencial,6.22,6.51,27,96.3,100,7.21,7.34
28025129,"IES ""alto jarama""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Torrelaguna,Madrid-Norte,2020-2021,Presencial,5.56,6.51,33,84.85,66.67,7.01,7.42
28025129,"IES ""alto jarama""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Torrelaguna,Madrid-Norte,2021-2022,Presencial,5.39,6.49,31,80.65,93.11,6.79,7.41
28025129,"IES ""alto jarama""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Torrelaguna,Madrid-Norte,2022-2023,Presencial,6.11,6.76,35,85.71,95.04,7.6,7.5
28025129,"IES ""alto jarama""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Torrelaguna,Madrid-Norte,2023-2024,Presencial,5.87,6.68,33,84.85,95.03,7.14,7.41
28079370,"IES ""ana frank""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,,Presencial,,,,,,,
28057209,"IES ""ana maria matute""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Velilla de San Antonio,Madrid-Este,2019-2020,Presencial,6.07,6.51,52,88.46,100,7.23,7.34
28057209,"IES ""ana maria matute""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Velilla de San Antonio,Madrid-Este,2020-2021,Presencial,6.27,6.51,64,90.63,66.67,7.47,7.42
28057209,"IES ""ana maria matute""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Velilla de San Antonio,Madrid-Este,2021-2022,Presencial,6.23,6.49,55,90.91,93.11,7.49,7.41
28057209,"IES ""ana maria matute""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Velilla de San Antonio,Madrid-Este,2022-2023,Presencial,6.64,6.76,56,92.86,95.04,7.42,7.5
28057209,"IES ""ana maria matute""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Velilla de San Antonio,Madrid-Este,2023-2024,Presencial,6.07,6.68,72,94.44,95.03,7.13,7.41
28036991,"IES ""angel corella""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Colmenar Viejo,Madrid-Norte,2019-2020,Presencial,7.03,6.51,63,96.83,100,7.41,7.34
28036991,"IES ""angel corella""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Colmenar Viejo,Madrid-Norte,2020-2021,Presencial,7.14,6.51,71,100,66.67,7.59,7.42
28036991,"IES ""angel corella""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Colmenar Viejo,Madrid-Norte,2021-2022,Presencial,7.03,6.49,76,98.68,93.11,7.47,7.41
28036991,"IES ""angel corella""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Colmenar Viejo,Madrid-Norte,2022-2023,Presencial,6.91,6.76,66,93.94,95.04,7.44,7.5
28036991,"IES ""angel corella""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Colmenar Viejo,Madrid-Norte,2023-2024,Presencial,7.14,6.68,69,100,95.03,7.4,7.41
28044768,"IES ""anselmo lorenzo""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,San Martín de la Vega,Madrid-Este,2019-2020,Presencial,6.35,6.51,35,97.14,100,7.12,7.34
28044768,"IES ""anselmo lorenzo""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,San Martín de la Vega,Madrid-Este,2020-2021,Presencial,5.65,6.51,60,88.33,66.67,6.83,7.42
28044768,"IES ""anselmo lorenzo""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,San Martín de la Vega,Madrid-Este,2021-2022,Presencial,5.67,6.49,59,93.22,93.11,7.06,7.41
28044768,"IES ""anselmo lorenzo""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,San Martín de la Vega,Madrid-Este,2022-2023,Presencial,5.64,6.76,32,87.5,95.04,6.95,7.5
28044768,"IES ""anselmo lorenzo""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,San Martín de la Vega,Madrid-Este,2023-2024,Presencial,6.51,6.68,66,95.45,95.03,7.46,7.41
28064007,"IES ""antares""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Rivas-Vaciamadrid,Madrid-Este,2019-2020,Presencial,6.62,6.51,140,93.57,100,7.15,7.34
28064007,"IES ""antares""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Rivas-Vaciamadrid,Madrid-Este,2020-2021,Presencial,6.89,6.51,105,98.1,66.67,7.35,7.42
28064007,"IES ""antares""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Rivas-Vaciamadrid,Madrid-Este,2021-2022,Presencial,6.65,6.49,119,96.64,93.11,7.15,7.41
28064007,"IES ""antares""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Rivas-Vaciamadrid,Madrid-Este,2022-2023,Presencial,6.93,6.76,75,98.67,95.04,7.41,7.5
28064007,"IES ""antares""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Rivas-Vaciamadrid,Madrid-Este,2023-2024,Presencial,6.71,6.68,109,95.41,95.03,7.35,7.41
28042671,"IES ""antonio de nebrija""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Móstoles,Madrid-Sur,2019-2020,Presencial,6.6,6.51,59,96.61,100,7.11,7.34
28042671,"IES ""antonio de nebrija""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Móstoles,Madrid-Sur,2020-2021,Presencial,6.77,6.51,50,96,66.67,7.55,7.42
28042671,"IES ""antonio de nebrija""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Móstoles,Madrid-Sur,2021-2022,Presencial,6.75,6.49,55,94.55,93.11,7.35,7.41
28042671,"IES ""antonio de nebrija""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Móstoles,Madrid-Sur,2022-2023,Presencial,7.12,6.76,64,100,95.04,7.29,7.5
28042671,"IES ""antonio de nebrija""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Móstoles,Madrid-Sur,2023-2024,Presencial,6.75,6.68,49,95.92,95.03,7.22,7.41
28037031,"IES ""antonio dominguez ortiz""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2019-2020,Presencial,6.24,6.51,55,89.09,100,7.39,7.34
28037031,"IES ""antonio dominguez ortiz""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2020-2021,Presencial,6.31,6.51,37,86.49,66.67,7.75,7.42
28037031,"IES ""antonio dominguez ortiz""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2021-2022,Presencial,5.66,6.49,51,88.24,93.11,6.96,7.41
28037031,"IES ""antonio dominguez ortiz""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2022-2023,Presencial,6.29,6.76,30,96.67,95.04,7.22,7.5
28037031,"IES ""antonio dominguez ortiz""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2023-2024,Presencial,6.27,6.68,34,94.12,95.03,7.28,7.41
28078559,"IES ""antonio fraguas forges""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2019-2020,Presencial,0,6.51,0,0,100,0,7.34
28078559,"IES ""antonio fraguas forges""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2020-2021,Presencial,6.9,6.51,47,97.87,66.67,7.51,7.42
28078559,"IES ""antonio fraguas forges""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2021-2022,Presencial,7.04,6.49,43,97.67,93.11,7.76,7.41
28078559,"IES ""antonio fraguas forges""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2022-2023,Presencial,6.71,6.76,63,95.24,95.04,7.43,7.5
28078559,"IES ""antonio fraguas forges""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2023-2024,Presencial,7.09,6.68,65,95.38,95.03,7.57,7.41
28042085,"IES ""antonio gala""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Móstoles,Madrid-Sur,2019-2020,Presencial,6.45,6.51,59,89.83,100,7.39,7.34
28042085,"IES ""antonio gala""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Móstoles,Madrid-Sur,2020-2021,Presencial,6,6.51,72,91.67,66.67,7.29,7.42
28042085,"IES ""antonio gala""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Móstoles,Madrid-Sur,2021-2022,Presencial,5.73,6.49,74,83.78,93.11,7.23,7.41
28042085,"IES ""antonio gala""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Móstoles,Madrid-Sur,2022-2023,Presencial,6.74,6.76,74,97.3,95.04,7.47,7.5
28042085,"IES ""antonio gala""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Móstoles,Madrid-Sur,2023-2024,Presencial,6.45,6.68,51,92.16,95.03,7.44,7.41
28041391,"IES ""antonio gaudi""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Coslada,Madrid-Este,2019-2020,Presencial,5.82,6.51,33,87.88,100,6.92,7.34
28041391,"IES ""antonio gaudi""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Coslada,Madrid-Este,2020-2021,Presencial,5.83,6.51,31,93.55,66.67,6.79,7.42
28041391,"IES ""antonio gaudi""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Coslada,Madrid-Este,2021-2022,Presencial,5.62,6.49,31,93.55,93.11,6.8,7.41
28041391,"IES ""antonio gaudi""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Coslada,Madrid-Este,2022-2023,Presencial,6,6.76,37,94.59,95.04,7.06,7.5
28041391,"IES ""antonio gaudi""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Coslada,Madrid-Este,2023-2024,Presencial,5.83,6.68,23,86.96,95.03,6.97,7.41
28042061,"IES ""antonio lopez garcía""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Getafe,Madrid-Sur,2019-2020,Presencial,7.03,6.51,83,100,100,7.47,7.34
28042061,"IES ""antonio lopez garcía""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Getafe,Madrid-Sur,2020-2021,Presencial,6.81,6.51,87,98.85,66.67,7.4,7.42
28042061,"IES ""antonio lopez garcía""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Getafe,Madrid-Sur,2021-2022,Presencial,6.35,6.49,89,93.26,93.11,7.14,7.41
28042061,"IES ""antonio lopez garcía""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Getafe,Madrid-Sur,2022-2023,Presencial,6.86,6.76,91,96.7,95.04,7.45,7.5
28042061,"IES ""antonio lopez garcía""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Getafe,Madrid-Sur,2023-2024,Presencial,6.59,6.68,100,95,95.03,7.14,7.41
28000522,"IES ""antonio machado""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcalá de Henares,Madrid-Este,2019-2020,Presencial,6.57,6.51,228,95.61,100,7.07,7.34
28000522,"IES ""antonio machado""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcalá de Henares,Madrid-Este,2020-2021,Presencial,6.77,6.51,193,96.89,66.67,7.24,7.42
28000522,"IES ""antonio machado""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcalá de Henares,Madrid-Este,2021-2022,Presencial,6.46,6.49,192,97.92,93.11,6.93,7.41
28000522,"IES ""antonio machado""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcalá de Henares,Madrid-Este,2022-2023,Presencial,6.94,6.76,175,98.29,95.04,7.27,7.5
28000522,"IES ""antonio machado""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Alcalá de Henares,Madrid-Este,2023-2024,Presencial,6.76,6.68,183,97.27,95.03,7.18,7.41
28018460,"IES ""arcipreste de hita""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2019-2020,Presencial,4.92,6.51,42,69.05,100,6.62,7.34
28018460,"IES ""arcipreste de hita""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,Madrid,Madrid-Capital,2020-2021,Presencial,5.09,6.51,30,83.33,66.67,6.62,7.42
