codigo_centro,nombre_centro,tipo_centro,titularidad,municipio,area_territorial,curso,modalidad,nota_media_centro,nota_media_cm,n_presentados,pct_aptos_centro,pct_aptos_cm,nota_media_aptos_centro,nota_media_aptos_cm
28064172,"CPR INF-PRI-SEC ""fuenllana""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Alcorcón,Madrid-Sur,2022-2023,Presencial,7.04,6.76,66,98.48,95.04,7.89,7.5
28064172,"CPR INF-PRI-SEC ""fuenllana""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Alcorcón,Madrid-Sur,2023-2024,Presencial,6.89,6.68,61,98.36,95.03,7.96,7.41
28037405,"CPR INF-PRI-SEC ""fuentelarreyna""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2019-2020,Presencial,7.05,6.51,54,98.15,100,7.83,7.34
28037405,"CPR INF-PRI-SEC ""fuentelarreyna""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2020-2021,Presencial,6.93,6.51,58,96.55,66.67,7.58,7.42
28037405,"CPR INF-PRI-SEC ""fuentelarreyna""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2021-2022,Presencial,7.43,6.49,59,98.31,93.11,8.13,7.41
28037405,"CPR INF-PRI-SEC ""fuentelarreyna""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2022-2023,Presencial,7.4,6.76,58,100,95.04,8.07,7.5
28037405,"CPR INF-PRI-SEC ""fuentelarreyna""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2023-2024,Presencial,7.14,6.68,60,100,95.03,7.81,7.41
28007395,"CPR INF-PRI-SEC ""fundacion caldeiro""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2019-2020,Presencial,6.55,6.51,34,94.12,100,7.46,7.34
28007395,"CPR INF-PRI-SEC ""fundacion caldeiro""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2020-2021,Presencial,5.8,6.51,46,95.65,66.67,6.93,7.42
28007395,"CPR INF-PRI-SEC ""fundacion caldeiro""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2021-2022,Presencial,6.59,6.49,50,92,93.11,7.49,7.41
28007395,"CPR INF-PRI-SEC ""fundacion caldeiro""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2022-2023,Presencial,6.24,6.76,55,92.73,95.04,6.96,7.5
28007395,"CPR INF-PRI-SEC ""fundacion caldeiro""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2023-2024,Presencial,6.67,6.68,41,95.12,95.03,7.2,7.41
28024186,"CPR INF-PRI-SEC ""fundacion colegio berriz""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Rozas de Madrid,Madrid-Oeste,2019-2020,Presencial,5.97,6.51,37,83.78,100,7.37,7.34
28024186,"CPR INF-PRI-SEC ""fundacion colegio berriz""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Rozas de Madrid,Madrid-Oeste,2020-2021,Presencial,6.55,6.51,33,93.94,66.67,7.17,7.42
28024186,"CPR INF-PRI-SEC ""fundacion colegio berriz""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Rozas de Madrid,Madrid-Oeste,2021-2022,Presencial,6.95,6.49,42,92.86,93.11,7.69,7.41
28024186,"CPR INF-PRI-SEC ""fundacion colegio berriz""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Rozas de Madrid,Madrid-Oeste,2022-2023,Presencial,7.36,6.76,37,94.59,95.04,7.87,7.5
28024186,"CPR INF-PRI-SEC ""fundacion colegio berriz""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Rozas de Madrid,Madrid-Oeste,2023-2024,Presencial,6.73,6.68,37,94.59,95.03,7.46,7.41
28014478,"CPR INF-PRI-SEC ""fundacion santamarca""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2019-2020,Presencial,0,6.51,0,0,100,0,7.34
28014478,"CPR INF-PRI-SEC ""fundacion santamarca""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2020-2021,Presencial,0,6.51,0,0,66.67,0,7.42
28014478,"CPR INF-PRI-SEC ""fundacion santamarca""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2021-2022,Presencial,0,6.49,0,0,93.11,0,7.41
28014478,"CPR INF-PRI-SEC ""fundacion santamarca""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2022-2023,Presencial,0,6.76,0,0,95.04,0,7.5
28014478,"CPR INF-PRI-SEC ""fundacion santamarca""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2023-2024,Presencial,6.33,6.68,7,100,95.03,7.32,7.41
28011970,"CPR INF-PRI-SEC ""gamo diana""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2019-2020,Presencial,5.59,6.51,75,82.67,100,7.08,7.34
28011970,"CPR INF-PRI-SEC ""gamo diana""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2020-2021,Presencial,6.38,6.51,68,91.18,66.67,7.26,7.42
28011970,"CPR INF-PRI-SEC ""gamo diana""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2021-2022,Presencial,6.54,6.49,60,96.67,93.11,7.28,7.41
28011970,"CPR INF-PRI-SEC ""gamo diana""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2022-2023,Presencial,6.68,6.76,89,94.38,95.04,7.46,7.5
28011970,"CPR INF-PRI-SEC ""gamo diana""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2023-2024,Presencial,6.25,6.68,61,93.44,95.03,7.25,7.41
28072958,"CPR INF-PRI-SEC ""greenwich school""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Alcobendas,Madrid-Norte,2019-2020,Presencial,7.66,6.51,29,100,100,8.08,7.34
28072958,"CPR INF-PRI-SEC ""greenwich school""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Alcobendas,Madrid-Norte,2020-2021,Presencial,6.78,6.51,54,94.44,66.67,7.86,7.42
28072958,"CPR INF-PRI-SEC ""greenwich school""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Alcobendas,Madrid-Norte,2021-2022,Presencial,6.91,6.49,59,98.31,93.11,7.84,7.41
28072958,"CPR INF-PRI-SEC ""greenwich school""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Alcobendas,Madrid-Norte,2022-2023,Presencial,7.08,6.76,31,96.77,95.04,7.78,7.5
28072958,"CPR INF-PRI-SEC ""greenwich school""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Alcobendas,Madrid-Norte,2023-2024,Presencial,6.97,6.68,50,98,95.03,7.85,7.41
28067343,"CPR INF-PRI-SEC ""gsd alcala""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Alcalá de Henares,Madrid-Este,2019-2020,Presencial,7.64,6.51,67,100,100,7.49,7.34
28067343,"CPR INF-PRI-SEC ""gsd alcala""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Alcalá de Henares,Madrid-Este,2020-2021,Presencial,7.56,6.51,81,98.77,66.67,7.64,7.42
28067343,"CPR INF-PRI-SEC ""gsd alcala""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Alcalá de Henares,Madrid-Este,2021-2022,Presencial,7.32,6.49,75,98.67,93.11,7.6,7.41
28067343,"CPR INF-PRI-SEC ""gsd alcala""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Alcalá de Henares,Madrid-Este,2022-2023,Presencial,7.36,6.76,79,98.73,95.04,7.68,7.5
28067343,"CPR INF-PRI-SEC ""gsd alcala""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Alcalá de Henares,Madrid-Este,2023-2024,Presencial,7.19,6.68,76,100,95.03,7.57,7.41
28061286,"CPR INF-PRI-SEC ""gsd el escorial""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Escorial,Madrid-Oeste,2019-2020,Presencial,7.29,6.51,70,98.57,100,7.51,7.34
28061286,"CPR INF-PRI-SEC ""gsd el escorial""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Escorial,Madrid-Oeste,2020-2021,Presencial,6.6,6.51,70,94.29,66.67,7.37,7.42
28061286,"CPR INF-PRI-SEC ""gsd el escorial""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Escorial,Madrid-Oeste,2021-2022,Presencial,6.68,6.49,62,98.39,93.11,7.4,7.41
28061286,"CPR INF-PRI-SEC ""gsd el escorial""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Escorial,Madrid-Oeste,2022-2023,Presencial,7.15,6.76,53,96.23,95.04,7.56,7.5
28061286,"CPR INF-PRI-SEC ""gsd el escorial""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Escorial,Madrid-Oeste,2023-2024,Presencial,7.1,6.68,48,100,95.03,7.3,7.41
28069303,"CPR INF-PRI-SEC ""gsd guadarrama""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Guadarrama,Madrid-Oeste,2019-2020,Presencial,7.11,6.51,53,96.23,100,7.6,7.34
28069303,"CPR INF-PRI-SEC ""gsd guadarrama""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Guadarrama,Madrid-Oeste,2020-2021,Presencial,6.44,6.51,84,94.05,66.67,7.15,7.42
28069303,"CPR INF-PRI-SEC ""gsd guadarrama""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Guadarrama,Madrid-Oeste,2021-2022,Presencial,6.6,6.49,81,96.3,93.11,7.52,7.41
28069303,"CPR INF-PRI-SEC ""gsd guadarrama""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Guadarrama,Madrid-Oeste,2022-2023,Presencial,6.89,6.76,71,98.59,95.04,7.47,7.5
28069303,"CPR INF-PRI-SEC ""gsd guadarrama""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Guadarrama,Madrid-Oeste,2023-2024,Presencial,6.56,6.68,86,91.86,95.03,7.5,7.41
28081571,"CPR INF-PRI-SEC ""gsd las artes""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,,Presencial,,,,,,,
28067355,"CPR INF-PRI-SEC ""gsd las rozas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Rozas de Madrid,Madrid-Oeste,2019-2020,Presencial,7.11,6.51,130,97.69,100,7.73,7.34
28067355,"CPR INF-PRI-SEC ""gsd las rozas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Rozas de Madrid,Madrid-Oeste,2020-2021,Presencial,6.52,6.51,104,93.27,66.67,7.6,7.42
28067355,"CPR INF-PRI-SEC ""gsd las rozas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Rozas de Madrid,Madrid-Oeste,2021-2022,Presencial,6.53,6.49,148,95.27,93.11,7.59,7.41
28067355,"CPR INF-PRI-SEC ""gsd las rozas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Rozas de Madrid,Madrid-Oeste,2022-2023,Presencial,7.07,6.76,125,96,95.04,7.78,7.5
28067355,"CPR INF-PRI-SEC ""gsd las rozas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Rozas de Madrid,Madrid-Oeste,2023-2024,Presencial,7.05,6.68,94,96.81,95.03,7.73,7.41
28067331,"CPR INF-PRI-SEC ""gsd las suertes""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2019-2020,Presencial,6.85,6.51,50,100,100,7.21,7.34
28067331,"CPR INF-PRI-SEC ""gsd las suertes""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2020-2021,Presencial,6.72,6.51,87,94.25,66.67,7.36,7.42
28067331,"CPR INF-PRI-SEC ""gsd las suertes""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2021-2022,Presencial,6.9,6.49,56,100,93.11,7.43,7.41
28067331,"CPR INF-PRI-SEC ""gsd las suertes""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2022-2023,Presencial,6.97,6.76,74,98.65,95.04,7.4,7.5
28067331,"CPR INF-PRI-SEC ""gsd las suertes""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2023-2024,Presencial,6.5,6.68,56,96.43,95.03,7.12,7.41
28056886,"CPR INF-PRI-SEC ""gsd moratalaz""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2019-2020,Presencial,7.1,6.51,102,98.04,100,7.43,7.34
28056886,"CPR INF-PRI-SEC ""gsd moratalaz""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2020-2021,Presencial,7.82,6.51,90,100,66.67,7.98,7.42
28056886,"CPR INF-PRI-SEC ""gsd moratalaz""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2021-2022,Presencial,7.18,6.49,89,98.88,93.11,7.68,7.41
28056886,"CPR INF-PRI-SEC ""gsd moratalaz""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2022-2023,Presencial,7.61,6.76,86,98.84,95.04,7.88,7.5
28056886,"CPR INF-PRI-SEC ""gsd moratalaz""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2023-2024,Presencial,7.38,6.68,94,97.87,95.03,7.67,7.41
28081561,"CPR INF-PRI-SEC ""gsd valdebebas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,,Presencial,,,,,,,
28045566,"CPR INF-PRI-SEC ""gsd vallecas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2019-2020,Presencial,7.11,6.51,92,98.91,100,7.34,7.34
28045566,"CPR INF-PRI-SEC ""gsd vallecas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2020-2021,Presencial,6.68,6.51,84,96.43,66.67,7.22,7.42
28045566,"CPR INF-PRI-SEC ""gsd vallecas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2021-2022,Presencial,7.73,6.49,60,100,93.11,7.8,7.41
28045566,"CPR INF-PRI-SEC ""gsd vallecas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2022-2023,Presencial,6.89,6.76,73,95.89,95.04,7.51,7.5
28045566,"CPR INF-PRI-SEC ""gsd vallecas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2023-2024,Presencial,7.27,6.68,63,100,95.03,7.36,7.41
28063192,"CPR INF-PRI-SEC ""helicon""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Valdemoro,Madrid-Sur,2019-2020,Presencial,5.8,6.51,53,84.91,100,7.15,7.34
28063192,"CPR INF-PRI-SEC ""helicon""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Valdemoro,Madrid-Sur,2020-2021,Presencial,6.23,6.51,47,93.62,66.67,7.11,7.42
28063192,"CPR INF-PRI-SEC ""helicon""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Valdemoro,Madrid-Sur,2021-2022,Presencial,6.11,6.49,55,85.45,93.11,7.39,7.41
28063192,"CPR INF-PRI-SEC ""helicon""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Valdemoro,Madrid-Sur,2022-2023,Presencial,5.9,6.76,58,87.93,95.04,6.92,7.5
28063192,"CPR INF-PRI-SEC ""helicon""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Valdemoro,Madrid-Sur,2023-2024,Presencial,6.22,6.68,87,98.85,95.03,6.81,7.41
28073161,"CPR INF-PRI-SEC ""humanitas bilingual school torrejon""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Torrejón de Ardoz,Madrid-Este,2019-2020,Presencial,6.86,6.51,18,94.44,100,7.52,7.34
28073161,"CPR INF-PRI-SEC ""humanitas bilingual school torrejon""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Torrejón de Ardoz,Madrid-Este,2020-2021,Presencial,7.24,6.51,20,100,66.67,7.71,7.42
28073161,"CPR INF-PRI-SEC ""humanitas bilingual school torrejon""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Torrejón de Ardoz,Madrid-Este,2021-2022,Presencial,6.55,6.49,35,91.43,93.11,7.54,7.41
28073161,"CPR INF-PRI-SEC ""humanitas bilingual school torrejon""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Torrejón de Ardoz,Madrid-Este,2022-2023,Presencial,7.36,6.76,33,96.97,95.04,7.83,7.5
28073161,"CPR INF-PRI-SEC ""humanitas bilingual school torrejon""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Torrejón de Ardoz,Madrid-Este,2023-2024,Presencial,7.15,6.68,51,94.12,95.03,7.84,7.41
28072961,"CPR INF-PRI-SEC ""humanitas bilingual school tres cantos""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Tres Cantos,Madrid-Norte,2019-2020,Presencial,7.38,6.51,66,96.97,100,7.99,7.34
28072961,"CPR INF-PRI-SEC ""humanitas bilingual school tres cantos""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Tres Cantos,Madrid-Norte,2020-2021,Presencial,7.68,6.51,84,98.81,66.67,8,7.42
28072961,"CPR INF-PRI-SEC ""humanitas bilingual school tres cantos""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Tres Cantos,Madrid-Norte,2021-2022,Presencial,7.67,6.49,77,100,93.11,8.13,7.41
28072961,"CPR INF-PRI-SEC ""humanitas bilingual school tres cantos""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Tres Cantos,Madrid-Norte,2022-2023,Presencial,7.83,6.76,71,100,95.04,8.14,7.5
28072961,"CPR INF-PRI-SEC ""humanitas bilingual school tres cantos""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Tres Cantos,Madrid-Norte,2023-2024,Presencial,7.88,6.68,59,100,95.03,8.05,7.41
28015987,"CPR INF-PRI-SEC ""inmaculada concepcion""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2019-2020,Presencial,6.81,6.51,55,94.55,100,7.65,7.34
28015987,"CPR INF-PRI-SEC ""inmaculada concepcion""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2020-2021,Presencial,6.76,6.51,69,95.65,66.67,7.54,7.42
28015987,"CPR INF-PRI-SEC ""inmaculada concepcion""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2021-2022,Presencial,6.31,6.49,45,97.78,93.11,7.22,7.41
28015987,"CPR INF-PRI-SEC ""inmaculada concepcion""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2022-2023,Presencial,7.17,6.76,38,100,95.04,7.59,7.5
28015987,"CPR INF-PRI-SEC ""inmaculada concepcion""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Madrid,Madrid-Capital,2023-2024,Presencial,6.88,6.68,57,94.74,95.03,7.67,7.41
28023935,"CPR INF-PRI-SEC ""instituto veritas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Pozuelo de Alarcón,Madrid-Oeste,2019-2020,Presencial,6.91,6.51,97,98.97,100,7.43,7.34
28023935,"CPR INF-PRI-SEC ""instituto veritas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Pozuelo de Alarcón,Madrid-Oeste,2020-2021,Presencial,6.78,6.51,106,98.11,66.67,7.61,7.42
28023935,"CPR INF-PRI-SEC ""instituto veritas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Pozuelo de Alarcón,Madrid-Oeste,2021-2022,Presencial,6.94,6.49,93,96.77,93.11,7.64,7.41
28023935,"CPR INF-PRI-SEC ""instituto veritas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Pozuelo de Alarcón,Madrid-Oeste,2022-2023,Presencial,6.53,6.76,98,91.84,95.04,7.54,7.5
28023935,"CPR INF-PRI-SEC ""instituto veritas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Pozuelo de Alarcón,Madrid-Oeste,2023-2024,Presencial,7.07,6.68,69,100,95.03,7.59,7.41
28023376,"CPR INF-PRI-SEC ""internacional eurovillas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Nuevo Baztán,Madrid-Este,2019-2020,Presencial,0,6.51,0,0,100,0,7.34
28023376,"CPR INF-PRI-SEC ""internacional eurovillas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Nuevo Baztán,Madrid-Este,2020-2021,Presencial,0,6.51,0,0,66.67,0,7.42
28023376,"CPR INF-PRI-SEC ""internacional eurovillas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Nuevo Baztán,Madrid-Este,2021-2022,Presencial,5.61,6.49,18,83.33,93.11,7.04,7.41
28023376,"CPR INF-PRI-SEC ""internacional eurovillas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Nuevo Baztán,Madrid-Este,2022-2023,Presencial,6.62,6.76,12,100,95.04,7.3,7.5
28023376,"CPR INF-PRI-SEC ""internacional eurovillas""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Nuevo Baztán,Madrid-Este,2023-2024,Presencial,5.93,6.68,23,91.3,95.03,7.23,7.41
28024991,"CPR INF-PRI-SEC ""j.a.b.y.""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Torrejón de Ardoz,Madrid-Este,2019-2020,Presencial,6.7,6.51,9,100,100,7.36,7.34
28024991,"CPR INF-PRI-SEC ""j.a.b.y.""","CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Privado Concertado,Torrejón de Ardoz,Madrid-Este,2020-2021,Presencial,7.18,6.51,18,100,66.67,7.64,7.42
